Galaxy,Source No.,RA,Dec
,3310,01 37 03.54,+15 43 51.66
,3311,01 37 03.82,+15 44 05.85
,3312,01 37 04.13,+15 47 13.64
,3313,01 37 04.25,+15 50 42.34
,3314,01 37 04.55,+15 35 17.22
,3315,01 37 05.11,+15 43 00.39
,3316,01 37 05.54,+15 45 53.63
,3317,01 37 05.89,+15 44 11.00
,3318,01 37 06.95,+15 44 13.75
,3319,01 37 09.71,+15 55 55.15
,3320,01 37 11.37,+15 40 47.65
,3321,01 37 12.25,+15 53 34.91
,3322,01 37 12.85,+15 47 39.69
,3323,01 37 13.35,+15 35 14.96
,3324,01 37 13.35,+15 38 50.54
,3325,01 37 13.97,+15 49 16.90
,3326,01 37 14.32,+15 53 35.14
,3327,01 37 20.55,+15 46 23.85
,3328,01 37 26.11,+15 53 46.59
,3329,01 37 28.85,+15 41 16.26
,3330,01 37 29.16,+15 46 10.47
,3331,01 37 39.61,+15 47 12.80
M81,3332,09 50 35.26,+68 59 27.45
,3333,09 50 39.31,+69 07 40.45
,3334,09 50 40.28,+69 03 17.29
,3335,09 50 42.62,+68 56 05.25
,3336,09 50 46.61,+69 04 33.73
,3337,09 50 58.28,+68 55 36.58
,3338,09 50 59.84,+69 09 16.02
,3339,09 51 06.65,+68 59 24.23
,3340,09 51 06.68,+69 03 34.77
,3341,09 51 07.18,+69 02 44.85
,3342,09 51 08.17,+69 10 57.45
,3343,09 51 08.66,+69 05 28.92
,3344,09 51 09.05,+69 05 49.75
,3345,09 51 09.16,+69 06 11.57
,3346,09 51 10.18,+69 03 28.23
,3347,09 51 10.37,+69 03 37.60
,3348,09 51 11.64,+69 02 49.01
,3349,09 51 12.33,+69 03 45.23
,3350,09 51 12.85,+69 03 26.98
,3351,09 51 13.02,+69 03 02.69
,3352,09 51 14.06,+68 59 49.62
,3353,09 51 15.28,+69 01 29.17
,3354,09 51 15.68,+69 07 16.89
,3355,09 51 16.48,+69 01 10.67
,3356,09 51 16.78,+69 08 29.89
,3357,09 51 18.28,+69 09 43.05
,3358,09 51 18.47,+69 00 04.95
,3359,09 51 19.76,+69 11 01.39
,3360,09 51 19.80,+69 10 14.98
,3361,09 51 21.20,+69 06 19.48
,3362,09 51 24.19,+69 04 01.40
,3363,09 51 24.99,+68 53 14.75
,3364,09 51 26.60,+68 59 22.62
,3365,09 51 28.03,+69 04 37.91
,3366,09 51 31.34,+69 14 16.52
,3367,09 51 36.64,+69 02 00.08
,3368,09 51 39.44,+68 53 26.25
,3369,09 51 41.69,+68 50 05.93
,3370,09 51 42.16,+69 13 34.80
,3371,09 51 48.76,+69 08 52.80
,3372,09 51 49.27,+69 13 16.74
,3373,09 51 50.24,+69 01 45.17
,3374,09 51 50.27,+69 02 14.07
,3375,09 51 51.79,+69 02 41.92
,3376,09 51 51.82,+69 03 09.89
,3377,09 51 52.25,+69 03 33.31
,3378,09 51 53.62,+68 59 13.56
,3379,09 51 54.02,+69 04 36.86
,3380,09 51 54.87,+68 50 55.71
,3381,09 51 55.32,+69 13 05.04
,3382,09 51 56.19,+69 08 48.96
,3383,09 51 57.11,+68 55 09.28
,3384,09 51 58.22,+68 50 27.76
,3385,09 51 59.26,+69 02 17.03
,3386,09 52 00.17,+69 01 47.41
,3387,09 52 00.58,+68 56 14.01
,3388,09 52 00.76,+68 50 16.06
,3389,09 52 04.95,+68 59 19.34
,3390,09 52 05.76,+69 12 06.92
,3391,09 52 07.22,+68 49 48.87
,3392,09 52 07.75,+69 12 22.33
,3393,09 52 07.82,+69 11 59.04
,3394,09 52 08.60,+69 12 27.04
,3395,09 52 08.79,+69 12 09.91
,3396,09 52 10.11,+69 12 38.74
,3397,09 52 10.49,+69 12 21.00
,3398,09 52 12.13,+69 12 54.25
,3399,09 52 13.13,+68 54 31.60
,3400,09 52 14.12,+69 13 09.28
,3401,09 52 14.52,+69 12 50.50
,3402,09 52 17.13,+69 13 08.28
,3403,09 52 18.36,+69 14 21.22
,3404,09 52 19.04,+69 13 23.13
,3405,09 52 19.79,+69 14 31.62
,3406,09 52 20.74,+69 14 20.45
,3407,09 52 22.21,+69 14 44.67
,3408,09 52 22.82,+68 48 00.63
,3409,09 52 22.89,+68 52 45.27
,3410,09 52 23.09,+69 14 31.87
,3411,09 52 23.37,+68 53 13.59
,3412,09 52 25.64,+69 15 02.41
,3413,09 52 25.80,+68 42 30.56
,3414,09 52 25.81,+69 14 14.38
,3415,09 52 27.76,+69 15 17.33
,3416,09 52 29.01,+69 15 01.99
,3417,09 52 29.66,+69 10 42.77
,3418,09 52 30.01,+69 15 09.86
,3419,09 52 30.04,+69 15 29.81
,3420,09 52 32.94,+68 42 21.81
,3421,09 52 33.17,+69 18 47.84
,3422,09 52 34.33,+69 15 54.36
,3423,09 52 34.54,+69 13 26.03
,3424,09 52 38.96,+69 17 16.29
,3425,09 52 38.98,+69 02 08.28
,3426,09 52 39.66,+69 10 20.52
,3427,09 52 39.70,+69 03 52.04
,3428,09 52 41.83,+68 41 20.38
,3429,09 52 43.75,+69 16 35.35
,3430,09 52 45.09,+69 10 04.68
,3431,09 52 46.96,+68 45 38.99
,3432,09 52 49.68,+69 17 12.32
,3433,09 52 50.37,+68 59 20.14
,3434,09 52 51.82,+68 45 38.15
,3435,09 52 52.47,+69 17 33.52
,3436,09 52 52.82,+69 11 37.21
,3437,09 52 53.11,+69 16 48.42
,3438,09 52 54.13,+69 09 02.65
,3439,09 52 55.22,+69 17 47.20
,3440,09 52 55.51,+69 08 13.03
,3441,09 52 56.78,+69 23 08.32
,3442,09 52 58.71,+69 12 16.26
,3443,09 53 00.43,+69 11 02.31
,3444,09 53 00.72,+69 14 49.03
,3445,09 53 01.08,+69 15 32.05
,3446,09 53 02.25,+68 44 57.71
,3447,09 53 02.81,+69 16 57.98
,3448,09 53 04.62,+69 10 50.47
,3449,09 53 04.87,+69 01 42.27
,3450,09 53 05.23,+68 50 03.73
,3451,09 53 06.07,+69 18 53.35
,3452,09 53 08.94,+69 13 07.76
,3453,09 53 09.73,+68 57 57.25
,3454,09 53 10.21,+69 00 03.14
,3455,09 53 10.65,+69 19 20.02
,3456,09 53 12.83,+69 12 15.68
,3457,09 53 15.21,+69 03 38.40
,3458,09 53 16.21,+69 00 01.46
,3459,09 53 17.03,+68 58 40.80
,3460,09 53 17.51,+69 06 42.71
,3461,09 53 19.26,+69 02 18.30
,3462,09 53 19.99,+68 43 58.91
,3463,09 53 20.18,+69 14 19.73
,3464,09 53 20.57,+69 07 23.63
,3465,09 53 21.09,+69 13 26.68
,3466,09 53 21.78,+69 03 29.98
,3467,09 53 22.37,+69 04 57.34
,3468,09 53 22.95,+69 20 09.96
,3469,09 53 23.13,+69 15 08.21
,3470,09 53 24.38,+69 06 49.85
,3471,09 53 25.43,+69 07 21.75
,3472,09 53 25.64,+69 07 01.65
,3473,09 53 25.73,+69 27 19.19
,3474,09 53 26.42,+68 58 06.10
,3475,09 53 27.10,+69 04 18.38
,3476,09 53 27.35,+69 07 11.50
,3477,09 53 27.43,+69 02 15.77
,3478,09 53 27.46,+69 07 38.26
,3479,09 53 27.65,+69 20 01.61
,3480,09 53 27.81,+69 02 40.23
,3481,09 53 28.25,+68 58 28.13
,3482,09 53 29.04,+68 38 48.38
,3483,09 53 29.86,+69 08 40.58
,3484,09 53 30.56,+69 07 35.45
,3485,09 53 30.71,+69 24 31.39
,3486,09 53 30.83,+69 07 47.74
,3487,09 53 31.48,+69 08 51.10
,3488,09 53 31.83,+69 03 07.92
,3489,09 53 31.92,+69 06 38.62
,3490,09 53 33.06,+69 02 24.99
,3491,09 53 33.13,+69 08 42.85
,3492,09 53 33.56,+68 44 11.69
,3493,09 53 33.72,+69 08 23.30
,3494,09 53 33.73,+68 54 52.41
,3495,09 53 33.75,+69 03 41.70
,3496,09 53 34.02,+68 58 18.81
,3497,09 53 34.03,+68 45 53.19
,3498,09 53 35.26,+69 03 00.35
,3499,09 53 35.54,+69 20 27.31
,3500,09 53 35.80,+69 21 11.11
,3501,09 53 36.33,+69 10 09.32
,3502,09 53 36.44,+69 05 41.95
,3503,09 53 36.82,+69 09 03.01
,3504,09 53 37.46,+68 59 18.16
,3505,09 53 38.99,+69 09 19.51
,3506,09 53 39.79,+69 09 35.82
,3507,09 53 40.99,+68 57 40.24
,3508,09 53 41.74,+69 03 02.95
,3509,09 53 41.75,+69 20 41.58
,3510,09 53 41.88,+69 09 29.19
,3511,09 53 41.98,+68 59 17.97
,3512,09 53 42.89,+69 23 14.85
,3513,09 53 43.20,+69 09 56.17
,3514,09 53 43.99,+69 09 40.76
,3515,09 53 44.18,+69 05 24.57
,3516,09 53 45.49,+69 10 07.82
,3517,09 53 45.93,+68 38 41.37
,3518,09 53 46.25,+69 09 55.84
,3519,09 53 46.82,+69 13 47.01
,3520,09 53 47.05,+69 10 01.50
,3521,09 53 48.41,+68 47 13.95
,3522,09 53 48.52,+69 09 49.28
,3523,09 53 49.81,+68 52 41.66
,3524,09 53 50.50,+69 10 36.39
,3525,09 53 51.41,+69 17 05.95
,3526,09 53 51.65,+69 02 49.27
,3527,09 53 51.97,+68 55 36.05
,3528,09 53 52.97,+69 10 50.52
,3529,09 53 53.38,+68 56 35.18
,3530,09 53 53.48,+69 03 59.62
,3531,09 53 54.04,+69 03 14.94
,3532,09 53 55.00,+69 05 55.60
,3533,09 53 55.29,+69 09 43.28
,3534,09 53 55.66,+69 10 48.07
,3535,09 53 56.30,+69 24 00.87
,3536,09 53 56.64,+68 59 52.91
,3537,09 53 56.83,+69 03 08.69
,3538,09 53 56.98,+69 10 54.11
,3539,09 53 57.11,+68 39 26.38
,3540,09 53 57.44,+69 03 53.98
,3541,09 53 58.30,+69 11 05.51
,3542,09 53 59.55,+69 03 26.79
,3543,09 53 59.86,+69 11 12.97
,3544,09 54 00.77,+68 41 14.49
,3545,09 54 01.72,+69 11 04.04
,3546,09 54 01.98,+68 42 04.46
,3547,09 54 03.18,+69 13 05.19
,3548,09 54 03.49,+69 10 57.42
,3549,09 54 03.64,+69 05 51.81
,3550,09 54 04.03,+69 11 35.60
,3551,09 54 04.29,+69 12 58.40
,3552,09 54 04.49,+68 40 29.59
,3553,09 54 05.09,+69 26 22.34
,3554,09 54 05.40,+69 10 48.43
,3555,09 54 05.94,+69 19 10.73
,3556,09 54 06.00,+69 12 48.65
,3557,09 54 06.12,+69 01 41.29
,3558,09 54 06.43,+69 08 41.18
,3559,09 54 06.62,+69 19 03.13
,3560,09 54 06.70,+69 10 43.12
,3561,09 54 06.79,+69 12 43.60
,3562,09 54 07.05,+69 18 56.47
,3563,09 54 07.13,+69 19 12.90
,3564,09 54 07.44,+69 16 35.05
,3565,09 54 07.77,+69 00 52.30
,3566,09 54 08.00,+69 12 36.39
,3567,09 54 08.54,+69 19 16.02
,3568,09 54 08.72,+69 12 02.10
,3569,09 54 08.98,+69 19 10.74
,3570,09 54 09.00,+69 19 13.55
,3571,09 54 09.44,+69 26 21.73
,3572,09 54 09.60,+69 19 00.62
,3573,09 54 09.96,+69 12 24.13
,3574,09 54 10.60,+68 38 19.89
,3575,09 54 10.74,+69 22 29.30
,3576,09 54 11.38,+69 03 25.30
,3577,09 54 11.89,+69 12 12.87
,3578,09 54 12.25,+69 10 16.83
,3579,09 54 12.85,+69 12 06.08
,3580,09 54 12.89,+68 43 58.93
,3581,09 54 13.22,+68 56 59.90
,3582,09 54 13.97,+69 05 37.62
,3583,09 54 14.12,+69 07 04.44
,3584,09 54 14.30,+69 00 13.62
,3585,09 54 14.65,+69 11 55.91
,3586,09 54 14.98,+69 10 03.93
,3587,09 54 15.26,+68 38 48.31
,3588,09 54 15.90,+69 11 48.36
,3589,09 54 15.97,+69 09 59.43
,3590,09 54 15.99,+69 12 24.96
,3591,09 54 16.76,+69 12 45.16
,3592,09 54 16.82,+69 11 42.61
,3593,09 54 16.97,+69 26 04.72
,3594,09 54 17.12,+69 09 52.75
,3595,09 54 17.63,+69 30 23.96
,3596,09 54 17.71,+69 11 37.24
,3597,09 54 17.81,+69 12 51.82
,3598,09 54 18.19,+69 15 39.67
,3599,09 54 18.86,+69 11 30.35
,3600,09 54 19.21,+69 06 54.73
,3601,09 54 19.41,+69 11 26.71
,3602,09 54 19.96,+69 04 11.88
,3603,09 54 20.26,+69 12 49.16
,3604,09 54 20.47,+69 00 13.81
,3605,09 54 20.51,+69 00 08.94
,3606,09 54 20.93,+69 06 40.21
,3607,09 54 21.07,+69 11 16.62
,3608,09 54 21.63,+69 11 13.47
,3609,09 54 22.18,+69 23 30.03
,3610,09 54 22.40,+69 13 18.16
,3611,09 54 22.85,+69 02 23.75
,3612,09 54 22.85,+69 03 46.75
,3613,09 54 22.92,+69 07 44.02
,3614,09 54 23.06,+69 11 04.90
,3615,09 54 23.65,+69 04 34.42
,3616,09 54 23.70,+69 04 14.64
,3617,09 54 23.91,+69 10 59.75
,3618,09 54 24.23,+68 59 18.14
,3619,09 54 24.47,+69 05 34.92
,3620,09 54 24.90,+69 10 53.98
,3621,09 54 25.23,+68 38 21.74
,3622,09 54 25.53,+69 10 49.79
,3623,09 54 26.03,+69 10 46.65
,3624,09 54 26.05,+69 29 27.71
,3625,09 54 26.33,+69 04 14.05
,3626,09 54 26.42,+69 26 23.88
,3627,09 54 26.57,+69 10 43.10
,3628,09 54 26.60,+69 03 59.83
,3629,09 54 27.29,+69 13 28.25
,3630,09 54 27.31,+69 10 39.56
,3631,09 54 27.41,+68 53 12.79
,3632,09 54 27.53,+69 03 59.85
,3633,09 54 27.65,+69 03 29.38
,3634,09 54 27.69,+69 04 13.62
,3635,09 54 27.91,+69 10 35.24
,3636,09 54 28.59,+69 03 59.60
,3637,09 54 28.60,+69 12 54.11
,3638,09 54 28.83,+69 13 53.06
,3639,09 54 29.19,+69 10 27.78
,3640,09 54 29.34,+69 04 13.19
,3641,09 54 29.46,+69 08 14.67
,3642,09 54 29.49,+69 02 24.68
,3643,09 54 29.81,+69 14 47.30
,3644,09 54 29.83,+69 04 00.32
,3645,09 54 30.21,+69 10 22.88
,3646,09 54 30.33,+69 04 12.86
,3647,09 54 31.01,+69 02 26.84
,3648,09 54 31.17,+69 05 06.27
,3649,09 54 31.19,+69 03 59.54
,3650,09 54 31.19,+69 04 12.58
,3651,09 54 31.74,+69 08 25.30
,3652,09 54 31.78,+69 10 11.78
,3653,09 54 31.83,+69 03 59.42
,3654,09 54 31.87,+69 06 01.08
,3655,09 54 32.00,+69 13 01.20
,3656,09 54 32.27,+69 03 59.43
,3657,09 54 32.40,+69 04 12.24
,3658,09 54 32.46,+69 02 28.96
,3659,09 54 32.70,+69 05 59.52
,3660,09 54 32.89,+68 52 30.13
,3661,09 54 32.94,+69 02 29.63
,3662,09 54 33.14,+69 03 59.73
,3663,09 54 33.49,+69 05 58.00
,3664,09 54 33.54,+69 02 30.23
,3665,09 54 33.64,+69 07 10.22
,3666,09 54 33.70,+69 14 22.71
,3667,09 54 33.72,+69 08 36.22
,3668,09 54 33.76,+69 04 11.88
,3669,09 54 33.77,+69 03 59.36
,3670,09 54 33.80,+68 59 05.85
,3671,09 54 33.93,+69 07 09.35
,3672,09 54 33.98,+69 02 30.92
,3673,09 54 34.26,+69 07 07.66
,3674,09 54 34.51,+69 03 59.21
,3675,09 54 34.62,+69 04 11.75
,3676,09 54 34.71,+69 02 32.27
,3677,09 54 34.72,+69 04 52.38
,3678,09 54 34.89,+69 01 33.00
,3679,09 54 34.92,+69 07 06.27
,3680,09 54 35.17,+69 03 59.38
,3681,09 54 35.27,+69 05 54.42
,3682,09 54 35.31,+69 02 32.93
,3683,09 54 35.40,+69 07 04.52
,3684,09 54 35.67,+69 04 11.17
,3685,09 54 35.69,+69 03 59.37
,3686,09 54 35.95,+69 02 33.95
,3687,09 54 35.98,+69 08 56.18
,3688,09 54 36.09,+69 07 02.35
,3689,09 54 36.32,+69 04 11.26
,3690,09 54 36.34,+69 02 34.33
,3691,09 54 36.56,+69 01 37.62
,3692,09 54 36.68,+69 07 00.42
,3693,09 54 36.84,+69 05 51.09
,3694,09 54 36.99,+69 03 59.14
,3695,09 54 36.99,+69 06 59.20
,3696,09 54 37.05,+69 02 35.43
,3697,09 54 37.37,+69 06 58.09
,3698,09 54 37.42,+69 04 10.52
,3699,09 54 37.50,+69 02 36.46
,3700,09 54 37.63,+69 06 57.33
,3701,09 54 37.66,+69 08 17.30
,3702,09 54 37.91,+69 01 40.65
,3703,09 54 38.15,+69 06 55.90
,3704,09 54 38.17,+69 04 10.54
,3705,09 54 38.28,+69 05 48.39
,3706,09 54 38.61,+69 02 37.80
,3707,09 54 38.62,+69 03 59.23
,3708,09 54 38.62,+69 06 54.12
,3709,09 54 38.82,+68 52 43.77
,3710,09 54 38.84,+69 05 46.90
,3711,09 54 38.89,+69 04 10.51
,3712,09 54 39.08,+69 02 38.44
,3713,09 54 39.09,+69 06 52.68
,3714,09 54 39.11,+69 09 24.61
,3715,09 54 39.35,+69 04 10.27
,3716,09 54 39.38,+68 41 48.67
,3717,09 54 39.40,+69 07 48.21
,3718,09 54 39.41,+69 05 45.77
,3719,09 54 39.47,+69 06 51.36
,3720,09 54 39.83,+69 06 50.16
,3721,09 54 39.92,+69 03 59.05
,3722,09 54 40.09,+68 59 15.81
,3723,09 54 40.11,+69 02 40.02
,3724,09 54 40.18,+69 07 44.79
,3725,09 54 40.20,+69 06 48.86
,3726,09 54 40.38,+69 01 46.99
,3727,09 54 40.57,+69 06 47.80
,3728,09 54 40.62,+69 07 42.93
,3729,09 54 40.76,+69 05 43.07
,3730,09 54 40.87,+69 04 09.81
,3731,09 54 41.15,+69 07 40.43
,3732,09 54 41.22,+69 17 22.25
,3733,09 54 41.24,+69 08 00.56
,3734,09 54 41.28,+69 06 45.28
,3735,09 54 41.34,+69 05 41.86
,3736,09 54 41.35,+68 43 21.89
,3737,09 54 41.35,+69 03 59.16
,3738,09 54 41.50,+69 26 54.68
,3739,09 54 41.64,+69 07 38.50
,3740,09 54 41.66,+69 02 41.86
,3741,09 54 41.79,+69 04 09.65
,3742,09 54 41.86,+69 06 43.53
,3743,09 54 41.89,+69 03 58.92
,3744,09 54 42.08,+69 02 43.85
,3745,09 54 42.09,+69 07 36.44
,3746,09 54 42.22,+68 56 48.98
,3747,09 54 42.29,+69 06 42.30
,3748,09 54 42.36,+69 01 51.82
,3749,09 54 42.36,+69 07 35.12
,3750,09 54 42.61,+69 06 41.06
,3751,09 54 42.67,+69 07 33.79
,3752,09 54 42.76,+69 04 09.03
,3753,09 54 43.06,+69 05 38.38
,3754,09 54 43.07,+69 06 39.54
,3755,09 54 43.08,+69 02 44.03
,3756,09 54 43.11,+69 07 32.09
,3757,09 54 43.28,+69 07 51.32
,3758,09 54 43.39,+69 07 31.13
,3759,09 54 43.54,+69 06 38.04
,3760,09 54 43.62,+69 04 09.13
,3761,09 54 43.65,+69 07 30.03
,3762,09 54 43.70,+69 01 08.29
,3763,09 54 43.80,+69 09 30.91
,3764,09 54 43.82,+69 02 45.11
,3765,09 54 43.87,+69 06 36.95
,3766,09 54 43.93,+69 07 28.60
,3767,09 54 44.09,+69 05 36.28
,3768,09 54 44.15,+69 06 36.06
,3769,09 54 44.31,+69 07 26.78
,3770,09 54 44.42,+69 06 35.08
,3771,09 54 44.61,+69 04 54.04
,3772,09 54 44.64,+69 08 52.98
,3773,09 54 44.76,+68 56 12.15
,3774,09 54 44.87,+69 06 33.56
,3775,09 54 44.90,+69 25 42.41
,3776,09 54 44.94,+69 05 34.57
,3777,09 54 44.95,+69 07 24.29
,3778,09 54 45.09,+69 06 32.83
,3779,09 54 45.30,+69 07 22.68
,3780,09 54 45.34,+69 06 32.22
,3781,09 54 45.37,+69 05 33.73
,3782,09 54 45.55,+68 56 59.47
,3783,09 54 45.60,+69 07 21.33
,3784,09 54 45.82,+69 06 30.66
,3785,09 54 45.85,+69 05 33.11
,3786,09 54 45.92,+69 08 45.52
,3787,09 54 46.12,+69 13 19.11
,3788,09 54 46.15,+69 07 18.87
,3789,09 54 46.35,+69 04 08.27
,3790,09 54 46.46,+69 05 13.52
,3791,09 54 46.55,+69 06 28.26
,3792,09 54 46.57,+69 09 53.88
,3793,09 54 46.70,+69 07 16.80
,3794,09 54 46.93,+69 08 39.10
,3795,09 54 46.99,+69 07 15.95
,3796,09 54 46.99,+69 11 24.67
,3797,09 54 47.04,+69 06 26.72
,3798,09 54 47.11,+69 07 14.59
,3799,09 54 47.38,+69 01 01.51
,3800,09 54 47.45,+69 07 13.40
,3801,09 54 47.47,+69 06 25.18
,3802,09 54 47.77,+69 06 24.00
,3803,09 54 47.86,+69 08 33.35
,3804,09 54 47.92,+69 07 11.21
,3805,09 54 48.10,+69 07 28.68
,3806,09 54 48.31,+69 06 22.40
,3807,09 54 48.37,+69 07 09.23
,3808,09 54 48.37,+69 15 25.02
,3809,09 54 48.60,+69 06 21.44
,3810,09 54 48.85,+69 07 07.17
,3811,09 54 49.04,+69 06 20.06
,3812,09 54 49.22,+69 07 05.60
,3813,09 54 49.37,+69 05 37.98
,3814,09 54 49.37,+69 06 19.26
,3815,09 54 49.46,+69 08 23.52
,3816,09 54 49.57,+69 07 04.14
,3817,09 54 49.78,+69 06 17.61
,3818,09 54 49.79,+69 11 41.02
,3819,09 54 49.87,+69 07 02.73
,3820,09 54 50.20,+69 08 18.70
,3821,09 54 50.22,+69 07 01.27
,3822,09 54 50.24,+69 06 16.47
,3823,09 54 50.32,+68 59 44.74
,3824,09 54 50.50,+69 06 59.89
,3825,09 54 50.58,+69 23 01.13
,3826,09 54 50.71,+68 36 48.25
,3827,09 54 50.73,+69 06 14.38
,3828,09 54 50.84,+69 24 41.17
,3829,09 54 50.85,+69 06 58.85
,3830,09 54 51.10,+69 06 57.70
,3831,09 54 51.11,+69 08 13.40
,3832,09 54 51.23,+69 03 35.10
,3833,09 54 51.39,+69 06 56.37
,3834,09 54 51.43,+68 51 46.05
,3835,09 54 51.61,+69 06 11.62
,3836,09 54 51.86,+69 06 54.34
,3837,09 54 52.08,+69 06 53.09
,3838,09 54 52.23,+69 06 09.47
,3839,09 54 52.24,+69 08 06.19
,3840,09 54 52.40,+69 06 51.93
,3841,09 54 52.69,+69 08 03.42
,3842,09 54 52.74,+69 06 08.03
,3843,09 54 52.99,+69 06 49.46
,3844,09 54 53.24,+69 06 06.23
,3845,09 54 53.26,+69 06 48.49
,3846,09 54 53.46,+69 22 29.61
,3847,09 54 53.62,+69 06 46.62
,3848,09 54 53.69,+69 07 57.52
,3849,09 54 53.83,+69 06 45.83
,3850,09 54 53.95,+68 43 41.80
,3851,09 54 54.06,+68 54 55.00
,3852,09 54 54.09,+69 06 45.05
,3853,09 54 54.25,+69 06 43.94
,3854,09 54 54.31,+69 00 08.06
,3855,09 54 54.62,+69 06 42.53
,3856,09 54 54.68,+69 06 01.59
,3857,09 54 54.94,+69 06 40.80
,3858,09 54 54.95,+69 07 49.35
,3859,09 54 55.17,+69 04 19.54
,3860,09 54 55.23,+68 54 17.23
,3861,09 54 55.65,+69 06 37.66
,3862,09 54 55.86,+69 05 57.51
,3863,09 54 55.86,+69 07 44.37
,3864,09 54 55.94,+69 05 17.66
,3865,09 54 56.20,+69 01 19.56
,3866,09 54 56.26,+69 06 35.28
,3867,09 54 56.67,+69 06 33.35
,3868,09 54 56.82,+69 07 39.21
,3869,09 54 56.87,+69 16 39.58
,3870,09 54 57.03,+69 05 53.94
,3871,09 54 57.07,+69 16 36.98
,3872,09 54 57.12,+69 06 31.68
,3873,09 54 57.55,+69 16 30.58
,3874,09 54 57.60,+69 02 41.20
,3875,09 54 57.60,+69 05 52.45
,3876,09 54 57.69,+69 16 41.00
,3877,09 54 57.87,+69 06 28.19
,3878,09 54 57.99,+69 16 25.51
,3879,09 54 58.36,+69 16 43.10
,3880,09 54 58.37,+69 06 26.18
,3881,09 54 58.57,+68 59 22.16
,3882,09 54 58.58,+69 25 59.32
,3883,09 54 58.70,+69 00 33.84
,3884,09 54 58.74,+68 57 12.84
,3885,09 54 58.82,+69 04 38.75
,3886,09 54 58.87,+69 03 06.14
,3887,09 54 58.89,+69 05 47.73
,3888,09 54 59.10,+69 06 22.77
,3889,09 54 59.11,+69 16 43.87
,3890,09 54 59.24,+69 07 23.49
,3891,09 54 59.43,+69 06 21.16
,3892,09 54 59.43,+69 08 23.53
,3893,09 54 59.44,+69 16 29.12
,3894,09 54 59.59,+69 16 45.34
,3895,09 54 59.77,+68 58 16.81
,3896,09 54 59.84,+69 05 44.66
,3897,09 54 59.97,+69 16 42.01
,3898,09 55 00.07,+69 03 59.66
,3899,09 55 00.11,+69 07 45.03
,3900,09 55 00.14,+69 00 40.86
,3901,09 55 00.19,+69 04 37.13
,3902,09 55 00.22,+69 16 37.00
,3903,09 55 00.30,+69 25 55.73
,3904,09 55 00.34,+69 01 48.98
,3905,09 55 00.35,+69 06 17.70
,3906,09 55 00.54,+69 16 29.90
,3907,09 55 00.81,+68 56 32.37
,3908,09 55 00.94,+69 06 14.98
,3909,09 55 01.06,+69 07 26.76
,3910,09 55 01.18,+69 06 13.53
,3911,09 55 01.27,+69 07 11.34
,3912,09 55 01.28,+68 53 30.55
,3913,09 55 01.28,+69 05 40.19
,3914,09 55 01.45,+69 14 45.77
,3915,09 55 01.51,+69 05 39.12
,3916,09 55 01.64,+69 10 40.64
,3917,09 55 01.66,+69 03 10.69
,3918,09 55 01.66,+69 07 08.44
,3919,09 55 01.70,+69 15 28.79
,3920,09 55 01.93,+69 06 10.89
,3921,09 55 02.18,+69 11 18.15
,3922,09 55 02.52,+69 07 03.16
,3923,09 55 02.57,+69 05 35.49
,3924,09 55 02.84,+69 06 06.65
,3925,09 55 03.32,+69 05 33.64
,3926,09 55 03.34,+69 08 17.57
,3927,09 55 03.48,+69 06 57.86
,3928,09 55 03.60,+69 06 03.32
,3929,09 55 04.17,+69 05 30.78
,3930,09 55 04.56,+69 03 14.63
,3931,09 55 04.57,+69 05 59.26
,3932,09 55 04.69,+69 05 28.61
,3933,09 55 04.74,+69 04 02.96
,3934,09 55 05.00,+69 05 57.43
,3935,09 55 05.40,+69 05 26.43
,3936,09 55 05.44,+69 05 55.69
,3937,09 55 05.47,+69 06 45.87
,3938,09 55 05.97,+69 05 53.41
,3939,09 55 06.08,+69 05 24.10
,3940,09 55 06.36,+68 58 43.58
,3941,09 55 06.37,+69 04 05.61
,3942,09 55 06.40,+69 05 51.45
,3943,09 55 06.45,+69 05 22.69
,3944,09 55 06.49,+69 08 56.78
,3945,09 55 06.71,+69 05 49.74
,3946,09 55 06.77,+69 08 53.86
,3947,09 55 06.91,+69 05 21.37
,3948,09 55 07.01,+69 03 18.07
,3949,09 55 07.06,+69 08 50.17
,3950,09 55 07.21,+69 05 47.89
,3951,09 55 07.61,+69 05 46.04
,3952,09 55 07.61,+69 08 44.13
,3953,09 55 07.64,+68 58 57.61
,3954,09 55 07.82,+69 03 19.37
,3955,09 55 07.84,+69 07 13.73
,3956,09 55 08.01,+68 59 03.16
,3957,09 55 08.18,+69 05 43.66
,3958,09 55 08.42,+69 08 35.46
,3959,09 55 08.44,+69 05 16.62
,3960,09 55 08.56,+69 05 41.81
,3961,09 55 08.72,+69 08 31.95
,3962,09 55 08.90,+69 03 56.86
,3963,09 55 09.05,+68 59 14.32
,3964,09 55 09.12,+68 53 37.10
,3965,09 55 09.27,+68 59 17.19
,3966,09 55 09.32,+69 04 01.92
,3967,09 55 09.34,+69 08 24.82
,3968,09 55 09.39,+69 05 12.85
,3969,09 55 09.50,+69 03 22.01
,3970,09 55 09.50,+69 05 37.82
,3971,09 55 09.52,+68 42 46.12
,3972,09 55 09.54,+69 07 43.26
,3973,09 55 09.77,+69 08 32.30
,3974,09 55 09.78,+69 04 07.75
